CMDLINE /usr/local/anaconda3/bin/python dfs.py
MEM 0.011719 1583036117.3359
MEM 11.937500 1583036117.4423
MEM 18.957031 1583036117.5432
MEM 26.761719 1583036117.6448
MEM 35.894531 1583036117.7491
MEM 36.761719 1583036117.8495
